# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:ESA42928	IV;IV;IV;IV;IV	3102579;3103067;3103309;3103482;3103815	3102999;3103244;3103427;3103746;3104916	-;-;-;-;-	2085	23	24	1	118	102	55	1	0
transcript:ESA42927	IV;IV;IV;IV;IV;IV	3102579;3103067;3103309;3103482;3103815;3104099	3102999;3103244;3103427;3103746;3104036;3104929	-;-;-;-;-;-	2036	23	24	1	118	102	55	1	0
transcript:EAA27694	IV;IV;IV;IV	3105072;3105429;3105719;3105887	3105340;3105643;3105820;3106257	+;+;+;+	957	49	23	3	86	81	55	1	0
transcript:EAA27693	IV;IV	3106230;3107261	3107181;3108186	+;+	1878	64	57	2	177	151	95	0	0
transcript:NCU14096-1	IV;IV;IV	3109227;3109449;3109880	3109376;3109810;3110023	+;+;+	656	10	2	3	47	27	16	0	0
transcript:EDO65443	IV;IV	3110770;3111767	3111454;3113646	+;+	2565	89	38	0	76	56	45	0	0
transcript:EAA27691	IV;IV;IV	3113922;3114819;3115244	3114738;3114931;3118231	-;-;-	3918	394	150	4	1746	950	504	0	0
transcript:EAA27690	IV;IV	3117177;3117670	3117326;3117876	+;+	357	14	8	0	22	13	10	0	0
transcript:EAA27689	IV	3120460	3125978	+	5519	242	137	9	490	465	281	2	1
transcript:EAA27688	IV;IV	3125985;3127254	3127124;3127722	-;-	1609	40	37	10	203	186	109	0	0
transcript:EAA27687	IV;IV;IV	3128137;3135183;3135348	3135119;3135257;3135653	-;-;-	7364	363	156	18	674	697	409	2	0
transcript:EAA27686	IV;IV;IV;IV;IV;IV	3135951;3136385;3136583;3136773;3137113;3138152	3136289;3136511;3136713;3137053;3138086;3138878	+;+;+;+;+;+	2579	293	129	8	367	521	236	0	0
transcript:EAA27685	IV;IV;IV	3139314;3139658;3140220	3139578;3140144;3140717	+;+;+	1250	37	73	24	535	483	320	0	1
transcript:EAA27684	IV	3140659	3141907	-	1249	31	34	1	103	74	49	0	0
transcript:EAA27683	IV;IV	3142115;3142736	3142648;3143204	+;+	1003	29	9	2	83	74	54	0	0
transcript:EAA27682	IV;IV	3143181;3144553	3144477;3144872	-;-	1617	87	38	4	186	120	106	0	0
transcript:EAA27681	IV	3145031	3147822	+	2792	70	109	19	423	443	239	0	0
transcript:EAA27680	IV	3148521	3151076	+	2556	96	42	5	167	144	78	0	0
transcript:EAA27679	IV;IV;IV	3150825;3151436;3152549	3151373;3152460;3152878	-;-;-	1904	71	41	1	134	137	88	0	0
transcript:EAA27678	IV;IV	3153050;3153688	3153631;3154985	+;+	1880	95	48	2	264	262	169	0	0
transcript:EAA27835	IV;IV	3156117;3157062	3156973;3157381	-;-	1177	397	374	6	613	552	375	0	0
transcript:EAA27834	IV	3160476	3160988	-	513	2	11	0	28	16	7	0	0
transcript:EAA27833	IV;IV;IV	3162545;3164346;3164563	3164269;3164475;3164692	-;-;-	1985	27	15	28	440	722	277	0	1
transcript:EAA27832	IV;IV;IV;IV;IV	3166095;3167485;3167902;3167999;3168116	3167420;3167829;3167921;3168021;3168588	-;-;-;-;-	2187	43	32	0	117	102	79	0	0
transcript:ESA42930	IV;IV	3169773;3171470	3171405;3172567	+;+	2731	69	56	4	320	254	224	0	0
transcript:ESA42929	IV;IV;IV;IV	3169773;3170108;3170211;3171470	3169972;3170153;3171405;3173066	+;+;+;+	3038	79	60	4	392	290	291	0	0
transcript:EAA27830	IV;IV	3171723;3173143	3173083;3173553	-;-	1772	57	39	2	244	155	184	0	0
transcript:EAA27829	IV;IV	3174751;3175415	3175300;3176363	-;-	1499	23	83	14	3203	1614	3433	0	0
transcript:NCU15170-1	IV	3177260	3177360	-	101	1251	758	2	3944	2098	1735	0	0
transcript:EAA27828	IV;IV;IV	3177401;3178697;3178961	3178639;3178904;3179535	-;-;-	2022	47	23	14	487	226	386	0	0
transcript:EAA27827	IV;IV	3179971;3180735	3180671;3181567	+;+	1534	43	37	18	1134	358	1079	0	0
transcript:EAA27826	IV;IV;IV	3180301;3182362;3182726	3182287;3182664;3183418	-;-;-	2983	174	326	30	2850	1075	2458	2	0
transcript:ESA42931	IV	3185178	3186683	+	1506	58	68	6	419	252	360	0	0
transcript:EAA27825	IV	3187131	3188246	+	1116	35	23	11	901	341	842	0	0
transcript:ESA42932	IV	3188549	3189862	+	1314	22	28	4	231	219	132	0	0
transcript:ESA42933	IV;IV;IV	3189039;3190297;3190535	3190180;3190447;3191074	-;-;-	1833	44	53	14	628	598	328	1	0
transcript:ESA42934	IV;IV;IV	3189716;3190297;3190535	3190180;3190447;3190941	-;-;-	1023	28	45	13	588	581	310	1	0
transcript:NCU15171-1	IV	3189458	3189551	-	94	2	0	0	7	5	6	0	0
transcript:ESA42935	IV;IV;IV	3192552;3193305;3193489	3193206;3193410;3193545	-;-;-	818	4	7	1	38	18	37	0	0
transcript:EAA27823	IV;IV;IV;IV;IV	3194091;3194526;3194741;3194910;3195063	3194449;3194670;3194839;3194996;3195492	-;-;-;-;-	1120	13	15	1	105	49	84	0	0
transcript:ESA42936	IV;IV;IV;IV;IV;IV;IV	3195504;3196085;3196323;3196507;3196659;3196835;3196998	3195980;3196241;3196421;3196587;3196757;3196933;3197236	-;-;-;-;-;-;-	1251	15	34	2	122	99	82	0	0
transcript:ESA42937	IV;IV;IV	3197375;3197837;3198095	3197756;3198023;3198288	-;-;-	763	8	65	4	98	65	54	1	0
transcript:EAA27821	IV;IV;IV;IV;IV	3198491;3198776;3198966;3199142;3199322	3198708;3198896;3199061;3199240;3199426	-;-;-;-;-	639	14	23	0	61	43	33	0	0
transcript:EAA27820	IV;IV;IV;IV;IV;IV	3199564;3200456;3200651;3200864;3201108;3201285	3200395;3200566;3200794;3200995;3201197;3201537	-;-;-;-;-;-	1562	32	54	3	228	142	120	178	25
transcript:ESA42938	IV;IV;IV	3202737;3203213;3203643	3203141;3203321;3204175	-;-;-	1047	12	12	1	156	231	85	0	0
transcript:ESA42939	IV;IV;IV	3202945;3203213;3203382	3203141;3203321;3203384	-;-;-	309	7	3	1	43	49	27	0	0
transcript:NCU14097-1	IV;IV	3204537;3205000	3204936;3205457	+;+	858	37	18	16	300	260	151	0	1
transcript:EAA27818	IV	3205490	3207966	+	2477	83	35	2	143	142	60	0	0
transcript:EAA27817	IV	3207821	3210307	-	2487	28	12	2	77	48	48	0	0
transcript:EAA27816	IV	3211204	3212628	+	1425	51	27	0	84	42	51	0	0
transcript:NCU15632-1	IV	3212842	3212957	-	116	14	179	6	1119	474	539	0	0
transcript:EAA27815	IV	3213210	3215130	-	1921	79	32	5	180	129	101	0	0
transcript:EAA27814	IV;IV;IV	3216598;3217123;3217295	3217043;3217206;3219011	+;+;+	2247	87	40	9	185	195	120	0	0
transcript:EAA27813	IV	3218986	3220586	-	1601	22	20	3	89	68	66	0	0
transcript:EAA27812	IV;IV;IV	3221636;3222102;3222373	3222036;3222296;3223437	+;+;+	1661	152	157	26	498	484	327	0	1
transcript:EAA27811	IV;IV;IV	3224189;3224628;3224830	3224551;3224734;3226516	+;+;+	2157	29	17	1	832	276	230	0	0
transcript:EAA27810	IV;IV;IV	3226901;3227787;3227919	3227509;3227821;3228444	-;-;-	1170	15	4	1	44	29	23	0	0
transcript:EAA27809	IV;IV	3229362;3229861	3229575;3231255	+;+	1609	13	7	1	59	35	37	0	0
transcript:NCU15172-1	IV	3231910	3231996	+	87	1383	3016	0	1550	688	569	0	0
transcript:EAA27808	IV	3232198	3234288	-	2091	26	22	0	146	91	91	0	0
transcript:NCU15173-1	IV	3234650	3234738	-	89	645	762	2	1148	597	437	0	0
transcript:NCU15174-1	IV	3235245	3235335	+	91	1150	1207	50	7773	3095	2796	2	0
transcript:EAA27807	IV;IV;IV	3235762;3236052;3237104	3235975;3237043;3237454	-;-;-	1557	40	31	4	450	318	233	1	0
transcript:EAA27806	IV;IV	3238125;3238886	3238821;3239676	-;-	1488	71	140	1	185	163	84	0	0
transcript:ESA42941	IV;IV;IV;IV;IV;IV;IV	3240437;3241516;3243036;3243195;3243509;3244612;3245538	3241442;3242930;3243089;3243435;3244538;3245466;3247527	+;+;+;+;+;+;+	6591	180	503	21	762	822	455	0	1
transcript:ESA42940	IV;IV;IV;IV;IV;IV	3240437;3241516;3243195;3243509;3244612;3245538	3241442;3243089;3243435;3244538;3245466;3247527	+;+;+;+;+;+	6696	182	512	21	767	826	458	0	1
transcript:EAA27804	IV	3248267	3249307	+	1041	18	13	1	49	44	27	0	0
transcript:EAA27803	IV;IV;IV	3250312;3250746;3250990	3250674;3250923;3251897	+;+;+	1449	94	56	3	119	181	71	0	0
transcript:EAA27802	IV	3252138	3256136	+	3999	199	154	9	587	484	320	1	0
transcript:EAA27801	IV;IV;IV	3256263;3258093;3258261	3258031;3258204;3258830	+;+;+	2451	45	33	3	134	138	82	0	0
transcript:EAA27800	IV;IV	3260030;3261066	3260935;3261644	+;+	1485	16	26	1	216	168	115	0	0
transcript:EAA27799	IV;IV	3262395;3263202	3263104;3264360	+;+	1869	22	27	2	104	83	47	0	0
transcript:NCU15175-1	IV	3264586	3264656	+	71	4976	7305	50306	84496	27659	32503	39	23
transcript:EAA27798	IV;IV	3264605;3266888	3266824;3267774	-;-	3107	4769	7096	50313	84979	28162	32787	39	23
transcript:ESA42942	IV	3268270	3268593	-	324	1	0	0	10	11	7	0	0
transcript:EAA27797	IV;IV	3269555;3270471	3270317;3271861	+;+	2154	19	25	1	109	138	78	0	0
transcript:NCU15176-1	IV	3272425	3272572	+	148	0	1	0	7	1	2	0	0
transcript:EAA27796	IV;IV;IV	3273140;3274434;3277684	3274377;3277609;3278640	-;-;-	5371	230	151	11	546	609	350	1	0
transcript:EAA27795	IV;IV	3278825;3280199	3280127;3280485	-;-	1590	108	72	7	261	320	148	0	0
transcript:EAA27794	IV;IV	3280603;3281064	3280995;3282081	+;+	1411	57	69	2	158	181	95	0	0
transcript:EAA27793	IV;IV;IV;IV	3281480;3282038;3282902;3283026	3281966;3282839;3282953;3283345	-;-;-;-	1661	65	49	4	177	136	100	0	0
transcript:EAA27792	IV;IV	3284449;3285029	3284780;3286846	+;+	2150	107	56	4	269	230	164	0	0
transcript:EAA27790	IV;IV	3288876;3290616	3290558;3292839	+;+	3907	186	117	7	661	587	406	4	0
transcript:EDO65444	IV;IV;IV	3293302;3294041;3294769	3293887;3294644;3295311	+;+;+	1733	35	31	0	113	109	56	0	0
transcript:EAA26678	IV	3295276	3298392	-	3117	129	120	16	560	691	371	0	0
transcript:EAA26677	IV	3300785	3304120	-	3336	57	37	3	145	137	83	0	0
transcript:EAA26676	IV;IV;IV	3304413;3304867;3305613	3304756;3305548;3306777	+;+;+	2191	99	59	6	223	191	118	0	0
transcript:EAA26675	IV;IV	3307138;3308135	3308040;3310773	+;+	3542	64	52	4	189	142	94	0	0
transcript:EAA26674	IV	3311170	3312789	-	1620	144	91	0	160	119	88	0	0
transcript:EAA26673	IV;IV;IV;IV	3313875;3315064;3315230;3315749	3314989;3315137;3315648;3316683	-;-;-;-	2543	37	21	0	121	112	49	0	0
transcript:ESA42943	IV;IV	3316772;3318093	3317994;3319267	-;-	2398	35	69	4	156	152	106	0	4
transcript:EAA26672	IV;IV	3319465;3320199	3320125;3322027	+;+	2490	52	44	2	625	578	357	1	0
transcript:EAA26671	IV;IV	3321895;3323405	3323341;3324175	-;-	2218	186	106	8	712	749	471	3	0
transcript:EAA26670	IV;IV;IV	3324137;3325037;3325196	3324927;3325122;3327122	+;+;+	2804	189	84	8	497	491	285	0	0
transcript:EAA28288	IV;IV	3327887;3328098	3327972;3328350	+;+	339	4	3	4	31	14	13	0	0
transcript:EAA28287	IV;IV;IV	3329245;3329928;3330458	3329814;3330364;3331055	+;+;+	1605	22	18	1	61	40	31	0	0
transcript:EAA28286	IV;IV;IV;IV;IV	3331578;3331994;3332085;3332264;3332887	3331914;3332024;3332175;3332821;3335523	-;-;-;-;-	3654	40	37	1	169	106	106	0	0
transcript:EAA28285	IV;IV	3337003;3340594	3340535;3344040	-;-	6980	269	308	13	1083	834	492	0	0
transcript:EAA28284	IV;IV	3344567;3345979	3345877;3346956	+;+	2289	118	65	3	230	171	121	0	0
transcript:EAA28283	IV;IV;IV;IV	3346920;3347720;3348262;3348846	3347651;3348170;3348496;3349140	-;-;-;-	1713	100	154	12	648	753	408	0	0
transcript:EAA28281	IV	3351912	3355623	+	3712	100	58	14	677	471	350	1	1
transcript:EAA28280	IV;IV	3356002;3356347	3356269;3358806	+;+	2728	67	48	1	195	98	77	0	0
transcript:EAA28279	IV;IV;IV;IV	3360842;3361021;3361376;3361598	3360937;3361304;3361389;3361872	+;+;+;+	669	7	7	0	27	24	13	0	0
transcript:EAA28278	IV;IV	3362830;3364437	3364370;3365083	+;+	2188	23	17	4	126	104	67	0	0
transcript:ESA42944	IV;IV	3365051;3365787	3365720;3366731	-;-	1615	28	16	2	114	88	68	0	0
transcript:EAA28277	IV;IV	3366920;3367755	3367693;3368637	+;+	1657	33	15	7	174	181	74	0	0
transcript:EAA28276	IV;IV;IV;IV	3368580;3369748;3369936;3370097	3369688;3369860;3370036;3370877	-;-;-;-	2104	35	24	0	75	96	46	0	0
transcript:EAA28274	IV;IV;IV;IV;IV;IV	3375754;3377135;3377282;3377391;3377996;3378947	3377060;3377214;3377332;3377923;3378858;3380167	+;+;+;+;+;+	4055	89	71	2	185	123	93	0	0
transcript:EAA28273	IV	3381154	3381759	+	606	8	6	3	318	151	319	0	0
transcript:NCU15177-1	IV	3383084	3383172	+	89	905	999	2	1540	776	553	0	0
transcript:EAA28272	IV;IV	3383399;3383861	3383798;3385897	-;-	2437	32	25	318	12231	4713	6215	13	7
transcript:EAA28271	IV;IV	3387603;3388931	3388869;3390212	-;-	2549	35	29	6	679	609	411	0	0
transcript:EAA28270	IV;IV	3391596;3393814	3393713;3394430	-;-	2735	96	44	2	183	180	106	0	0
transcript:EAA28269	IV;IV	3395214;3395517	3395436;3398185	+;+	2892	131	64	1	196	177	123	0	0
transcript:EAA28268	IV;IV;IV;IV;IV;IV	3398800;3399928;3401035;3401808;3401966;3402123	3399870;3400977;3401681;3401893;3402058;3402458	-;-;-;-;-;-	3283	316	187	2	621	644	371	0	0
transcript:EAA28267	IV;IV;IV	3403117;3403483;3404596	3403431;3404536;3405014	+;+;+	1788	53	21	1	108	81	86	0	0
transcript:EAA28266	IV;IV	3406041;3407373	3406752;3410040	+;+	3380	103	92	3	256	230	119	0	0
transcript:EAA28265	IV;IV;IV;IV;IV;IV;IV;IV	3410234;3410350;3410509;3410726;3410979;3411835;3412080;3412233	3410269;3410415;3410659;3410911;3411681;3412010;3412113;3412317	-;-;-;-;-;-;-;-	1437	16	20	2	77	68	48	0	0
transcript:NCU15633-1	IV	3413222	3413321	-	100	26201	34783	1199	117131	66456	46165	24	23
transcript:EAA28264	IV;IV;IV	3413531;3415443;3416280	3415383;3415850;3418298	-;-;-	4280	133	83	6	375	260	166	1	0
transcript:ESA42946	IV;IV;IV	3419582;3420286;3421441	3420210;3421376;3422066	-;-;-	2346	98	241	0	202	150	108	0	0
transcript:ESA42945	IV;IV	3419923;3420286	3420210;3421722	-;-	1725	79	223	0	170	115	84	0	0
transcript:EAA28261	IV;IV;IV;IV	3422259;3422350;3422743;3422900	3422287;3422518;3422838;3422962	+;+;+;+	357	5	8	1	28	22	16	0	0
transcript:ESA42947	IV	3423340	3424507	+	1168	92	60	1	141	148	79	0	0
transcript:ESA42948	IV	3424251	3425392	+	1142	49	47	4	134	137	93	0	0
transcript:EAA28260	IV;IV	3426578;3427632	3427500;3428813	+;+	2105	52	38	4	332	604	264	0	0
transcript:EAA28259	IV;IV;IV;IV	3432035;3433524;3433678;3434004	3433460;3433614;3433941;3434327	-;-;-;-	2105	26	18	13	290	160	220	0	0
transcript:EAA28258	IV;IV;IV	3438824;3439268;3439934	3439205;3439846;3439956	+;+;+	984	7	6	5742	127017	40538	111074	0	1
transcript:ESA42949	IV;IV;IV	3443524;3444395;3444853	3444302;3444765;3445545	+;+;+	1843	36	24	5	383	145	185	0	0
transcript:ESA42950	IV;IV;IV;IV	3443641;3444395;3444697;3444853	3444302;3444633;3444765;3445545	+;+;+;+	1663	32	20	5	365	139	168	0	0
transcript:ESA42951	IV;IV;IV;IV;IV	3446601;3447300;3448137;3448379;3448803	3447244;3448082;3448318;3448741;3449474	-;-;-;-;-	2644	118	95	118	2598	2429	1458	0	2
transcript:ESA42952	IV;IV;IV;IV;IV	3446966;3447300;3448137;3448379;3448803	3447244;3448082;3448318;3448741;3448881	-;-;-;-;-	1686	87	63	109	2150	2030	1196	0	1
transcript:EAA28255	IV;IV;IV;IV	3450793;3451350;3452050;3452545	3451290;3451984;3452465;3453158	-;-;-;-	2163	259	110	12	384	360	220	0	0
transcript:EAA28254	IV;IV;IV	3453318;3453693;3453928	3453641;3453854;3455168	-;-;-	1727	95	87	4	283	316	182	0	0
transcript:EAA28253	IV	3455383	3456869	-	1487	64	58	5	210	155	104	0	0
transcript:EAA28252	IV;IV	3457085;3457826	3457716;3458972	+;+	1779	81	120	7	138	107	100	0	0
transcript:EAA28251	IV	3458701	3462188	-	3488	179	514	22	638	472	356	0	0
transcript:EAA28250	IV	3462976	3464673	+	1698	39	39	1	150	150	95	0	0
transcript:EAA28249	IV;IV;IV;IV;IV;IV	3463308;3464332;3464528;3464697;3464819;3465013	3464277;3464460;3464629;3464759;3464960;3465253	-;-;-;-;-;-	1647	35	33	1	148	162	98	0	0
transcript:EAA28248	IV;IV;IV	3465493;3465919;3467108	3465775;3467038;3468122	+;+;+	2418	78	57	7	207	216	122	1	0
transcript:EAA28247	IV;IV;IV	3467337;3468203;3468651	3468131;3468560;3470393	-;-;-	2896	118	83	8	479	366	230	1	0
transcript:EAA28246	IV;IV;IV;IV;IV;IV	3470990;3471795;3471945;3472068;3472247;3472352	3471732;3471882;3472008;3472163;3472284;3472501	-;-;-;-;-;-	1179	149	48	6	268	207	141	0	0
transcript:EAA28245	IV;IV;IV	3472755;3473560;3476051	3473494;3475982;3476554	+;+;+	3667	285	158	13	568	610	362	0	0
transcript:EAA28244	IV;IV;IV	3476611;3477841;3478680	3477758;3478590;3479191	-;-;-	2410	57	35	1	80	83	41	0	0
transcript:ESA42953	IV	3479191	3480220	+	1030	21	21	0	103	142	63	1	0
transcript:EAA28243	IV;IV	3480589;3482045	3481959;3482273	-;-	1600	62	102	0	119	75	54	0	0
transcript:EDO65446	IV	3482495	3484399	-	1905	46	30	3	149	122	69	0	0
transcript:EAA28242	IV	3484755	3486036	+	1282	22	3	3	49	31	35	0	0
transcript:EAA28241	IV	3486723	3488507	-	1785	30	12	12	216	170	122	0	0
transcript:EDO65447	IV;IV	3489078;3489254	3489140;3489745	+;+	555	7	3	1	37	13	15	0	0
transcript:EDO65448	IV	3490762	3491899	+	1138	8	13	2	42	38	23	0	0
transcript:EAA28239	IV;IV	3492720;3493748	3493657;3494173	+;+	1364	10	6	1	78	44	35	0	0
transcript:EAA28238	IV;IV	3495637;3496724	3496652;3497711	-;-	2004	53	12	0	86	33	51	0	0
transcript:EAA28237	IV;IV;IV;IV;IV;IV	3499421;3500182;3500358;3500786;3500961;3501243	3500077;3500293;3500719;3500892;3501180;3501593	+;+;+;+;+;+	1809	23	17	0	106	32	51	0	0
transcript:EAA28236	IV	3501796	3503512	-	1717	23	35	4	141	84	98	1	0
transcript:EAA28235	IV;IV;IV	3505045;3506720;3507372	3506635;3507122;3507378	+;+;+	2001	27	12	1	103	57	60	0	0
transcript:EAA28234	IV	3508055	3509026	+	972	15	7	0	50	29	29	0	0
transcript:EAA28233	IV;IV	3509458;3510095	3509986;3510813	-;-	1248	17	12	7	178	109	90	0	0
transcript:EAA28232	IV;IV;IV	3513120;3514457;3515197	3514386;3515124;3515597	-;-;-	2336	39	21	44	2373	2390	1805	1	1
transcript:ESA42956	IV;IV;IV;IV	3518539;3520740;3520966;3521506	3520653;3520767;3521448;3523558	+;+;+;+	4679	124	143	73	2477	2282	1724	3	3
transcript:ESA42955	IV;IV;IV;IV	3518539;3520740;3520966;3521506	3520653;3520767;3521448;3523558	+;+;+;+	4679	124	143	73	2477	2282	1724	3	3
transcript:ESA42954	IV;IV;IV;IV	3518539;3520740;3520966;3521506	3520653;3520767;3521448;3523558	+;+;+;+	4679	124	143	73	2477	2282	1724	3	3
transcript:EAA28230	IV	3524933	3529965	-	5033	498	304	33	2653	3006	1644	1	3
transcript:EAA28229	IV;IV;IV	3533262;3533970;3534277	3533903;3534186;3534784	+;+;+	1367	174	98	35	1178	1473	740	0	0
transcript:EAA28228	IV;IV;IV;IV	3534475;3535058;3535262;3535354	3534962;3535195;3535297;3535626	-;-;-;-	935	123	63	15	796	1046	531	0	0
transcript:EAA28227	IV;IV	3535810;3536490	3536416;3538238	+;+	2356	86	29	0	213	143	140	0	0
transcript:EAA28226	IV;IV;IV	3538104;3540815;3540966	3540683;3540889;3541737	-;-;-	3427	193	128	74	7249	3256	6730	0	0
transcript:EAA28225	IV;IV	3543168;3545798	3545734;3546335	-;-	3105	57	26	0	171	118	89	0	0
transcript:ESA42957	IV;IV;IV;IV	3546978;3547862;3548639;3550082	3547798;3548572;3549998;3551362	-;-;-;-	4173	65	63	23	896	812	587	1	0
transcript:ESA42958	IV;IV;IV	3547014;3547862;3550082	3547798;3549998;3550518	-;-;-	3359	51	51	22	773	723	516	1	0
transcript:EAA28223	IV	3552274	3554976	+	2703	115	53	23	284	311	178	0	0
transcript:EAA28222	IV;IV;IV	3555036;3556507;3556749	3555907;3556668;3556946	-;-;-	1232	13	7	1	96	78	68	0	0
transcript:EAA28221	IV;IV;IV	3558790;3560207;3561407	3560145;3561342;3562145	+;+;+	3231	189	222	54	2208	1944	1473	1	1
transcript:EAA28220	IV;IV;IV;IV	3562528;3563734;3564224;3564620	3563645;3564029;3564309;3565120	-;-;-;-	2001	180	178	10	655	727	398	1	0
transcript:EAA28219	IV;IV	3567474;3569707	3569654;3570832	-;-	3307	119	65	3	176	145	114	1	0
transcript:ESA42959	IV;IV;IV;IV	3574180;3574399;3574657;3574919	3574334;3574586;3574858;3575417	+;+;+;+	1044	13	14	0	53	32	39	0	0
transcript:EDO65449	IV	3576352	3578439	+	2088	47	35	1	88	54	40	0	0
transcript:EDO65450	IV;IV	3578693;3579480	3579394;3580611	+;+	1834	60	66	2	151	101	82	0	0
transcript:ESA42960	IV;IV	3580864;3581263	3581205;3582938	+;+	2018	58	49	2	142	118	72	0	0
transcript:ESA42961	IV;IV	3582972;3584397	3584069;3585006	+;+	1708	20	41	5	198	136	129	0	0
transcript:EAA26911	IV;IV;IV	3586600;3587757;3588251	3587691;3588104;3589345	-;-;-	2535	90	40	3	170	143	72	0	0
transcript:EAA26910	IV;IV	3589960;3592465	3592377;3595771	-;-	5725	792	1253	112	6356	6846	4258	6	2
transcript:EAA26908	IV;IV;IV;IV;IV;IV	3603169;3604119;3604262;3604391;3604563;3604711	3604035;3604183;3604322;3604411;3604604;3605053	+;+;+;+;+;+	1399	26	42	4	224	207	115	1	0
transcript:EAA26907	IV;IV;IV;IV	3605607;3606092;3606537;3608578	3605982;3606471;3608523;3609674	+;+;+;+	3840	504	367	69	1084	899	646	1	0
transcript:ESA42963	IV;IV;IV	3610403;3611284;3611469	3611221;3611400;3613449	-;-;-	2917	149	88	8	612	573	386	0	2
transcript:ESA42962	IV;IV;IV	3610452;3611284;3611469	3611221;3611400;3612267	-;-;-	1686	85	53	5	280	353	212	0	2
transcript:EAA26905	IV;IV	3613691;3614921	3614851;3615790	+;+	2031	44	58	2	516	408	319	0	0
transcript:EAA26904	IV;IV;IV	3615963;3616124;3617560	3616049;3617499;3618007	-;-;-	1911	19	13	1	159	71	102	0	0
transcript:NCU14098-1	IV	3618350	3620356	-	2007	19	12	4	66	31	29	0	1
transcript:EAA26903	IV;IV	3621474;3621727	3621560;3622407	-;-	768	9	3	0	20	23	20	0	0
transcript:EAA26902	IV;IV	3625138;3625377	3625233;3626054	-;-	774	4	0	1	31	20	14	0	0
transcript:ESA42964	IV	3627951	3632467	-	4517	104	54	11	1558	708	1461	0	0
transcript:ESA42965	IV	3628276	3631839	-	3564	91	47	11	1462	666	1363	0	0
transcript:EAA26900	IV;IV	3632793;3635325	3634946;3636159	+;+	2989	81	65	7	397	357	199	0	0
transcript:EAA26899	IV	3636129	3637731	-	1603	43	26	0	92	70	51	0	1
transcript:EAA26596	IV;IV	3640305;3641365	3641286;3642372	+;+	1990	135	191	33	1237	776	875	0	0
transcript:ESA42967	IV;IV;IV	3642330;3643306;3644428	3643205;3644316;3644708	-;-;-	2168	41	23	9	174	128	108	0	0
transcript:ESA42966	IV;IV;IV	3642330;3643306;3644428	3643205;3644316;3645268	-;-;-	2728	45	23	9	205	168	131	0	0
transcript:EAA26594	IV;IV	3645676;3648417	3648303;3648875	+;+	3087	45	48	38	2213	906	1917	0	0
transcript:EAA26593	IV;IV	3650311;3651175	3651054;3651261	+;+	831	12	11	3	470	94	159	0	0
transcript:EAA26592	IV;IV	3651708;3652840	3652719;3653390	+;+	1563	23	15	19	6627	2311	6009	0	0
transcript:EAA26591	IV;IV;IV	3653521;3655161;3656033	3655104;3655964;3657439	-;-;-	3795	194	132	10	455	457	275	0	1
transcript:ESA42968	IV;IV;IV	3658265;3660528;3660995	3660472;3660649;3661136	-;-;-	2472	28	45	6	530	224	255	1	0
transcript:EAA26590	IV;IV	3661498;3663487	3663428;3664014	-;-	2459	72	75	1	390	295	267	0	0
transcript:EAA26589	IV;IV	3664876;3665015	3664976;3667274	+;+	2361	44	81	3	138	106	88	0	0
transcript:EDO65454	IV	3667138	3671883	-	4746	150	272	0	292	170	179	1	0
transcript:EAA27097	IV;IV;IV	3672145;3672724;3678081	3672651;3678008;3678922	-;-;-	6634	1855	1034	71	3733	3023	2355	1	3
transcript:EAA27096	IV;IV;IV;IV;IV	3680488;3681229;3681477;3681957;3682517	3680544;3681387;3681597;3682079;3682557	-;-;-;-;-	501	17	21	0	63	30	39	0	0
transcript:EAA27095	IV;IV;IV	3683097;3684110;3687868	3684051;3687808;3689591	+;+;+	6378	1603	879	88	3437	3303	2012	1	0
transcript:ESA42969	IV;IV	3689774;3691295	3691234;3691672	-;-	1839	61	48	0	229	212	101	0	0
transcript:ESA42970	IV;IV;IV	3691996;3692516;3692697	3692454;3692625;3692986	-;-;-	859	146	235	10	1708	1984	1042	0	0
transcript:EAA27093	IV;IV;IV;IV	3693973;3694210;3694347;3697005	3694151;3694280;3696947;3697925	+;+;+;+	3772	190	138	7	330	240	181	0	0
transcript:ESA42971	IV;IV;IV;IV	3698066;3699238;3699360;3699704	3698654;3699283;3699512;3700451	+;+;+;+	1536	31	65	10	109	77	68	0	0
transcript:ESA42972	IV;IV	3698619;3699704	3699512;3700418	+;+	1609	26	34	8	82	58	33	0	0
transcript:EAA27091	IV	3700850	3703734	+	2885	29	64	4	226	231	68	0	0
